"type","profileName","profileImage","userId","socialData","id","createdAt","updatedAt"
"FARCASTER","tomu.eth","https://openseauserdata.com/files/9643724455bc5c454c44cffe46e3efd2.svg",245,NULL,1003,"2023-12-01 17:04:53.031","2023-12-01 17:15:33.649"
"LENS","alxfal","https://cloudflare-ipfs.com/ipfs/bafybeibdw66gzmwe5vrrzo5wmm26e3pxtcev7v2bwvimi266kpbdvnpmla",253,NULL,1010,"2023-12-01 20:44:58.231","2023-12-01 20:48:32.291"
"ENS","shmoji.eth",NULL,189,NULL,1012,"2023-12-02 00:05:16.263","2023-12-02 00:05:16.263"
"ENS","tokenstaker.eth",NULL,258,NULL,1023,"2023-12-02 10:18:59.055","2023-12-02 10:20:28.359"
"LENS","sarvesh","https://cloudflare-ipfs.com/ipfs/bafybeihzotnbclzzm2j6oc6werb2l3oq3clceazjlzeypyztzywiliv5yy",258,NULL,1024,"2023-12-02 10:18:59.786","2023-12-02 10:20:29.067"
"FARCASTER","sarvesh","https://i.imgur.com/Y1au7ZB.jpg",258,NULL,1025,"2023-12-02 10:18:59.818","2023-12-02 10:20:29.102"
"TALENT_PROTOCOL","criptomommy","https://talentprotocol-mvp.s3.eu-west-2.amazonaws.com/a2875a405eb2a27c835bb12bcd3597f5.png",260,NULL,1031,"2023-12-02 15:27:32.102","2023-12-02 15:29:01.73"
"ENS","shugo.eth","https://monks.prometheans.xyz/monks/DDAjomBY3XjGsU.png",176,NULL,1033,"2023-12-02 17:56:08.29","2023-12-02 17:56:08.29"
"LENS","shugo","https://cloudflare-ipfs.com/ipfs/bafkreibok4gun5qvkbtqofgto7msqd7y3bxi2f42nwa4ambvhcnwpiuxya",176,NULL,1034,"2023-12-02 17:56:09.04","2023-12-02 17:56:09.04"
"FARCASTER","0xshugo","https://i.imgur.com/oB36V82.png",176,NULL,1035,"2023-12-02 17:56:09.068","2023-12-02 17:56:09.068"
"ENS","malston.eth",NULL,263,NULL,1036,"2023-12-02 19:05:31.269","2023-12-02 19:05:31.269"
"TALENT_PROTOCOL","malston",NULL,263,NULL,1037,"2023-12-02 19:05:31.722","2023-12-02 19:05:31.722"
"LENS","malston","https://cloudflare-ipfs.com/ipfs/QmeFa4MohvEiEgHs6XjMMgZv34fvuwM36K5LpWH7SeqWUp",263,NULL,1038,"2023-12-02 19:05:32.108","2023-12-02 19:05:32.108"
"FARCASTER","malston","https://lh3.googleusercontent.com/14PMXpyVVP5F0OxnZkWrsoEoyVPBYd6Fx1H39wC1EBZFShhjZkyvKVAGpprYqQS08uUfY1IawOzuqeGGZQW2RLs36zFf1wx_Hcnenw",263,NULL,1039,"2023-12-02 19:05:32.15","2023-12-02 19:05:32.15"
"ENS","gundamdweeb.eth",NULL,266,NULL,1043,"2023-12-02 21:07:00.323","2023-12-02 21:52:57.218"
"LENS","the_mack","https://cloudflare-ipfs.com/ipfs/bafybeig5fhrgbuiuvbt6ypcedpxivabuwtfpinw3tyzkyg63rwzyl64pxm",266,NULL,1044,"2023-12-02 21:07:01.025","2023-12-02 21:52:57.966"
"ENS","poormarty.eth",NULL,268,NULL,1053,"2023-12-02 21:46:32.488","2023-12-02 22:04:06.02"
"ENS","violetsummer.eth",NULL,238,NULL,1057,"2023-12-03 00:33:32.18","2023-12-03 00:33:32.18"
"LENS","violetverse","https://cloudflare-ipfs.com/ipfs/bafkreig2gxgqtwnfdz7k3rljanqjit7jxxui4fr37dglqv7zmc2kchw6ne",238,NULL,1058,"2023-12-03 00:33:32.922","2023-12-03 00:33:32.922"
"ENS","rzr.eth",NULL,270,NULL,1059,"2023-12-03 06:15:05.195","2023-12-03 06:15:05.195"
"ENS","itsaditya.eth",NULL,271,NULL,1060,"2023-12-03 08:16:49.529","2023-12-03 08:17:18.397"
"LENS","itsaditya","https://cloudflare-ipfs.com/ipfs/bafkreidvmhoorj4oezxdhtslgnaprnqm4v7culolc6vcf7rpydvmlqkegi",271,NULL,1061,"2023-12-03 08:16:50.956","2023-12-03 08:17:20.043"
"ENS","sdavv.eth","https://ipfs.io/ipfs/bafybeicm7pil36u7dccscfgoih4umwlcqp2hcsvxw6kaedmifgzpiig75u",254,NULL,1064,"2023-12-03 12:14:55.33","2023-12-03 12:15:07.799"
"TALENT_PROTOCOL","sdav","https://talentprotocol-mvp.s3.eu-west-2.amazonaws.com/f5352a0621095301c17384aefd09cc78",254,NULL,1065,"2023-12-03 12:14:56.726","2023-12-03 12:15:08.209"
"LENS","sdav_","https://cloudflare-ipfs.com/ipfs/bafybeiamrwxezdulyppsb6duhjauyasasxai2rdhcsqpprmannvi5lhk3m",254,NULL,1066,"2023-12-03 12:14:57.146","2023-12-03 12:15:08.617"
"ENS","dobeck.eth",NULL,274,NULL,1070,"2023-12-03 14:31:02.286","2023-12-04 15:05:14.878"
"LENS","dobeck","https://cloudflare-ipfs.com/ipfs/QmP7YuC9cBVdquvWm87Fz27bhbv7W467aE5HTZ2AaToMM7",274,NULL,1071,"2023-12-03 14:31:03.072","2023-12-04 15:05:15.596"
"FARCASTER","dbk","https://i.imgur.com/5VuszsQ.jpg",274,NULL,1072,"2023-12-03 14:31:03.109","2023-12-04 15:05:15.632"
"TALENT_PROTOCOL","hrmo25","https://talentprotocol-mvp.s3.eu-west-2.amazonaws.com/6ed7d6a8bb8b414732524eae125ce33d.jpg",277,NULL,1076,"2023-12-03 20:54:14.236","2023-12-03 20:54:14.236"
"LENS","hiromi","https://cloudflare-ipfs.com/ipfs/QmWaku9a5YeC3pMjTmZi9PXusm7fmFgKzBjgfNfoeGMLfF",277,NULL,1077,"2023-12-03 20:54:14.625","2023-12-03 20:54:14.625"
"ENS","alexjcomeau.eth","https://euc.li/alexjcomeau.eth",278,NULL,1078,"2023-12-04 04:16:47.001","2023-12-04 04:24:47.62"
"LENS","alexj","https://cloudflare-ipfs.com/ipfs/bafkreigq5p6bqoy65h6eugmwfykmubbmgjcg7swu26dm4jtfw4q2l4k54e",278,NULL,1079,"2023-12-04 04:16:47.722","2023-12-04 04:24:48.327"
"FARCASTER","alexcomeau","https://i.imgur.com/QLPKaO7.jpg",278,NULL,1080,"2023-12-04 04:16:47.749","2023-12-04 04:24:48.368"
"TALENT_PROTOCOL","petricab","https://talentprotocol-mvp.s3.eu-west-2.amazonaws.com/271022c96f5a3e7e8afa7305c4c3743c.jpg",275,NULL,1093,"2023-12-04 08:57:31.322","2023-12-04 15:28:06.006"
"TALENT_PROTOCOL","alejosepulveda","https://talentprotocol-mvp.s3.eu-west-2.amazonaws.com/491f8704a05fb934f3c05a1f94429cf2",279,NULL,1097,"2023-12-04 10:05:19.023","2023-12-04 10:05:19.023"
"LENS","alejoo","",279,NULL,1098,"2023-12-04 10:05:19.535","2023-12-04 10:05:19.535"
"TALENT_PROTOCOL","arlettemsalase","https://talentprotocol-mvp.s3.eu-west-2.amazonaws.com/a3c895dc60022903a66c18d1ea5e14af.jpg",284,NULL,1099,"2023-12-04 12:47:07.65","2023-12-04 12:47:07.65"
"LENS","arlettemsalase","https://cloudflare-ipfs.com/ipfs/Qmdc2JxaW5bvARSwhR9bwnRtVNsxBmsyKriX7u2sLtHFGs",284,NULL,1100,"2023-12-04 12:47:08.066","2023-12-04 12:47:08.066"
"FARCASTER","arlettemsalase","https://i.imgur.com/unFv8Zy.jpg",284,NULL,1101,"2023-12-04 12:47:08.105","2023-12-04 12:47:08.105"
"TALENT_PROTOCOL","luzalbaposse","https://talentprotocol-mvp.s3.eu-west-2.amazonaws.com/b325adc14ce39c49d5843e9c793bcad2.jpg",290,NULL,1118,"2023-12-05 11:23:53.522","2023-12-05 11:23:53.522"
"LENS","luzalbaposse","https://cloudflare-ipfs.com/ipfs/QmRd95BbgFVZVbKrvgS7QgYVAu6J5fFA5fU5E4S7zV7MJQ",290,NULL,1119,"2023-12-05 11:23:53.935","2023-12-05 11:23:53.935"
"ENS","masonnystrom.eth",NULL,292,NULL,1130,"2023-12-05 15:06:23.708","2023-12-05 15:06:23.708"
"LENS","masonnystrom","https://cloudflare-ipfs.com/ipfs/bafkreib2tklehkjmg2hqd5i7lx5cqr7jpyot6xtpjps3nkogipcgxxqfne",292,NULL,1131,"2023-12-05 15:06:25.254","2023-12-05 15:06:25.254"
"FARCASTER","masonnystrom.eth","https://pbs.twimg.com/profile_images/1088680276656500736/1qZ_KMbE_400x400.jpg",292,NULL,1132,"2023-12-05 15:06:25.28","2023-12-05 15:06:25.28"
"ENS","orestta.eth",NULL,293,NULL,1133,"2023-12-05 15:40:21.888","2023-12-05 17:50:14.631"
"LENS","otrsk","https://cloudflare-ipfs.com/ipfs/QmVy3SuDiTHrh858pTH17rPN7rQsWftUruz1qdPWqkmPoe",293,NULL,1134,"2023-12-05 15:40:22.667","2023-12-05 17:50:15.387"
"ENS","razzor.eth","https://euc.li/razzor.eth",296,NULL,1142,"2023-12-05 21:14:45.457","2023-12-05 21:14:45.457"
"LENS","razzor","",296,NULL,1143,"2023-12-05 21:14:46.266","2023-12-05 21:14:46.266"
"ENS","lito.eth","https://files.meebits.app/image/6743.png",289,NULL,1147,"2023-12-06 01:47:56.895","2023-12-06 01:47:56.895"
"LENS","litocoen","https://cloudflare-ipfs.com/ipfs/QmRxkhRneA7kGaUm5RxfCmFNGuwVrnfCi9Fj84nos12HeY",289,NULL,1148,"2023-12-06 01:47:57.61","2023-12-06 01:47:57.61"
"ENS","vajresh.eth","https://res.cloudinary.com/djp21wtxm/image/upload/v1634385769/hsjk46mdibx9tbgxo3qf.png",113,NULL,1149,"2023-12-06 06:40:55.885","2023-12-06 06:41:01.209"
"TALENT_PROTOCOL","bvajresh","https://talentprotocol-mvp.s3.eu-west-2.amazonaws.com/80b687791aa7a1b1600186c786da733f.jpg",113,NULL,1150,"2023-12-06 06:40:56.871","2023-12-06 06:41:01.578"
"LENS","bvajresh","https://cloudflare-ipfs.com/ipfs/bafybeih7b5k3uo5ra6no6zrdcyrsm5zmsr2fceejah5abg2twt73doybhq",113,NULL,1151,"2023-12-06 06:40:57.254","2023-12-06 06:41:01.937"
"FARCASTER","bvajresh","https://i.imgur.com/8MhvL4N.jpg",113,NULL,1152,"2023-12-06 06:40:57.284","2023-12-06 06:41:01.965"
"LENS","endman","https://cloudflare-ipfs.com/ipfs/QmbXr5XBSmENtqjri3VS5V5gFYwA1758ESUUdmrWTtq1sX",145,NULL,1157,"2023-12-06 10:00:10.138","2023-12-06 10:00:30.543"
"FARCASTER","endman","https://i.imgur.com/lRUFgwK.jpg",145,NULL,1158,"2023-12-06 10:00:12.959","2023-12-06 10:00:30.594"
"ENS","krinza.eth","https://ipfs.io/ipfs/Qmaseu2BbetLjA6eU7mQ2THEkjdBum5wq1EfuLAY2AoiEA/4082.png",300,NULL,1165,"2023-12-06 13:35:39.07","2023-12-06 13:41:33.818"
"LENS","krinza","https://cloudflare-ipfs.com/ipfs/Qmb913vaPVGdm3ydF5steVYcUZ1uG4T8qvhnQqcwLSMLZQ",300,NULL,1166,"2023-12-06 13:35:39.824","2023-12-06 13:41:34.538"
"FARCASTER","kayprasla","https://i.imgur.com/35A0nAY.jpg",300,NULL,1167,"2023-12-06 13:35:39.862","2023-12-06 13:41:34.573"
"ENS","rainbowlogo.eth","https://bafybeihzenyuvvvajnfird2wyodv37vq73jueqyjt6p3p47z4ax664rcoa.ipfs.nftstorage.link/5.png",301,NULL,1180,"2023-12-06 14:04:01.075","2023-12-06 14:04:01.075"
"LENS","biewen","https://ik.imagekit.io/lens/media-snapshot/5ff00307ec5a91b9e6bb2c73cd0cca5058db824a34b784046003bc5f208a7710.png",301,NULL,1181,"2023-12-06 14:04:01.775","2023-12-06 14:04:01.775"
"FARCASTER","flinks","https://i.imgur.com/2aVR8TL.jpg",301,NULL,1182,"2023-12-06 14:04:01.807","2023-12-06 14:04:01.807"
"TALENT_PROTOCOL","rsmarques",NULL,304,NULL,1183,"2023-12-06 14:24:52.713","2023-12-06 14:26:47.278"
"ENS","boidu.eth","https://ipfs.io/ipfs/QmZm1fjsrpQuSi7MFXEd5g5Scm4oNSfxujEk7WTbcHLogT",303,NULL,1185,"2023-12-06 16:13:55.517","2023-12-06 16:13:55.517"
"LENS","boidu","https://cloudflare-ipfs.com/ipfs/bafkreiceu6pa2xdscmaxzwtm7rd5b4vb2gjpvlsw6d4l5xz56ssxmoljdy",303,NULL,1186,"2023-12-06 16:13:56.283","2023-12-06 16:13:56.283"
"FARCASTER","boi","https://i.seadn.io/gae/VwAq_8Clvtyq1itGo3RkBVnf56JiVtzwhl8yz4mLmqCXqlmDtWTCvY6ubWJWfv4DlKFILxdoH8x-OKj0wKAPCprm0CfpthgQ4mpS?w=500&auto=format",303,NULL,1187,"2023-12-06 16:13:56.323","2023-12-06 16:13:56.323"
"ENS","kempsterrrr.eth","https://euc.li/kempsterrrr.eth",310,NULL,1188,"2023-12-06 17:29:50.461","2023-12-06 17:29:50.461"
"LENS","kempsterrrr","https://cloudflare-ipfs.com/ipfs/QmbN2ie5rHqLYw2vn6Rc2yYQkExVsBLemt2AoDEBZiwgKD",310,NULL,1189,"2023-12-06 17:29:51.226","2023-12-06 17:29:51.226"
"ENS","hiddentao.eth",NULL,294,NULL,1190,"2023-12-06 18:13:06.485","2023-12-06 18:13:11.071"
"ENS","amaritan.eth",NULL,312,NULL,1192,"2023-12-06 19:25:52.982","2023-12-06 19:25:52.982"
"TALENT_PROTOCOL","amandamaritan","https://talentprotocol-mvp.s3.eu-west-2.amazonaws.com/c1f8981a7bc1838464afb928d572c361.jpeg",312,NULL,1193,"2023-12-06 19:25:53.475","2023-12-06 19:25:53.475"
"ENS","barsik.eth","https://ipfs.io/ipfs/QmR9Gpadg1S5pqpsr2yPrt9GM5ur83jzanf8DqfCzeK8TA",313,NULL,1194,"2023-12-06 19:55:17.144","2023-12-07 04:30:29.769"
"TALENT_PROTOCOL","barsik","https://talentprotocol-mvp.s3.eu-west-2.amazonaws.com/e28c3cd2c412b9ce81ea742df6cc17e0.png",313,NULL,1195,"2023-12-06 19:55:17.515","2023-12-07 04:30:30.155"
"LENS","barsik","https://cloudflare-ipfs.com/ipfs/bafybeihdanu476s2h77ykuqqqw2bj3445kp45a3xxm7gfuirvsyipymkmi",313,NULL,1196,"2023-12-06 19:55:17.927","2023-12-07 04:30:30.6"
"FARCASTER","barsik","https://i.seadn.io/s/raw/files/d5923be97a99a0d9e008332536dc6a64.jpg?w=500&auto=format",313,NULL,1197,"2023-12-06 19:55:17.958","2023-12-07 04:30:30.639"
